"id","ciudad","municipio_id","ip","host","deleted_at","created_at","updated_at","searchtext","status","creado_por_id"
821,"SAN PABLO ETLA",1456,"","",NULL,"2020-10-17 01:57:49","2020-10-17 01:57:49","'etla':3 'pabl':2 'san':1",False,1
822,"JUAREZ",1018,"","",NULL,"2020-10-17 01:57:59","2020-10-17 01:57:59","'juarez':1",False,1
823,"SIMOJOVEL",19,"","",NULL,"2020-10-17 01:58:09","2020-10-17 01:58:09","'simojovel':1",False,1
824,"ROMA NORTE",198,"","",NULL,"2020-10-17 01:58:11","2020-10-17 01:58:11","'nort':2 'rom':1",False,1
825,"PUEBLO NUEVO",2005,"","",NULL,"2020-10-17 01:58:27","2020-10-17 01:58:27","'nuev':2 'puebl':1",False,1
826,"PLAYAS DE ROSARITO",2103,"","",NULL,"2020-10-17 01:58:50","2020-10-17 01:58:50","'play':1 'rosarit':3",False,1
827,"SOLEDAD DE GRACIANO SANCHEZ",1816,"","",NULL,"2020-10-17 01:58:52","2020-10-17 01:58:52","'gracian':3 'sanchez':4 'soled':1",False,1
828,"VICENTE GUERRERO",2008,"","",NULL,"2020-10-17 01:58:56","2020-10-17 01:58:56","'guerrer':2 'vicent':1",False,1
829,"S/C",2017,"","",NULL,"2020-10-17 01:59:25","2020-10-17 01:59:25","'s/c':1",False,1
830,"SAN PEDRO TAPANATEPEC",1490,"","",NULL,"2020-10-17 02:00:50","2020-10-17 02:00:50","'pedr':2 'san':1 'tapanatepec':3",False,1
831,"BERRIOZABAL",290,"","",NULL,"2020-10-17 02:01:06","2020-10-17 02:01:06","'berriozabal':1",False,1
832,"DEL VALLE",197,"","",NULL,"2020-10-17 02:01:07","2020-10-17 02:01:07","'vall':2",False,1
833,"VILLAHERMOSA",2005,"","",NULL,"2020-10-17 02:01:09","2020-10-17 02:01:09","'villaherm':1",False,1
834,"CIUDAD SATELITE",547,"","",NULL,"2020-10-17 02:01:09","2020-10-17 02:01:09","'ciud':1 'satelit':2",False,1
835,"COLIMA",269,"","",NULL,"2020-10-17 02:01:32","2020-10-17 02:01:32","'colim':1",False,1
836,"QUIROGA",823,"","",NULL,"2020-10-17 02:01:36","2020-10-17 02:01:36","'quirog':1",False,1
837,"PORTEZUELOS",729,"","",NULL,"2020-10-17 02:01:40","2020-10-17 02:01:40","'portezuel':1",False,1
838,"OTRA NO ESPECIFICADA EN EL CATALOGO",2005,"","",NULL,"2020-10-17 02:01:56","2020-10-17 02:01:56","'catalog':6 'especific':3",False,1
839,"VILLAHERMOSA",2015,"","",NULL,"2020-10-17 02:01:56","2020-10-17 02:01:56","'villaherm':1",False,1
840,"ZINACANTEPEC",743,"","",NULL,"2020-10-17 02:02:07","2020-10-17 02:02:07","'zinacantepec':1",False,1
841,"IZAMAL",2437,"","",NULL,"2020-10-17 02:02:17","2020-10-17 02:02:17","'izamal':1",False,1
842,"RINCONADAS SANTA RITA",692,"","",NULL,"2020-10-17 02:02:39","2020-10-17 02:02:39","'rincon':1 'rit':3 'sant':2",False,1
843,"RAYON",9,"","",NULL,"2020-10-17 02:03:21","2020-10-17 02:03:21","'rayon':1",False,1
844,"BARRIO SAN ROMAN",2013,"","",NULL,"2020-10-17 02:03:41","2020-10-17 02:03:41","'barri':1 'rom':3 'san':2",False,1
845,"CIUDAD MADERO",2029,"","",NULL,"2020-10-17 02:04:29","2020-10-17 02:04:29","'ciud':1 'mader':2",False,1
846,"OCOTLAN",637,"","",NULL,"2020-10-17 02:04:34","2020-10-17 02:04:34","'ocotl':1",False,1
847,"TEPATITLAN DE MORELOS",666,"","",NULL,"2020-10-17 02:05:07","2020-10-17 02:05:07","'morel':3 'tepatitl':1",False,1
848,"FRACC. BOSQUES DE SALOYA",2016,"","",NULL,"2020-10-17 02:05:19","2020-10-17 02:05:19","'bosqu':2 'fracc':1 'saloy':4",False,1
849,"MIGUEL HIDALGO",476,"","",NULL,"2020-10-17 02:05:23","2020-10-17 02:05:23","'hidalg':2 'miguel':1",False,1
850,"POMOCA",2016,"","",NULL,"2020-10-17 02:05:34","2020-10-17 02:05:34","'pomoc':1",False,1
851,"CELAYA",87,"","",NULL,"2020-10-17 02:06:55","2020-10-17 02:06:55","'celay':1",False,1
852,"TALA",656,"","",NULL,"2020-10-17 02:06:58","2020-10-17 02:06:58","'tal':1",False,1
853,"CADEREYTA JIMENEZ",995,"","",NULL,"2020-10-17 02:07:09","2020-10-17 02:07:09","'cadereyt':1 'jimenez':2",False,1
854,"ACOLMAN",699,"","",NULL,"2020-10-17 02:07:23","2020-10-17 02:07:23","'acolm':1",False,1
855,"TECAMAC",571,"","",NULL,"2020-10-17 02:07:23","2020-10-17 02:07:23","'tecamac':1",False,1
856,"MASCUPANA",2015,"","",NULL,"2020-10-17 02:07:55","2020-10-17 02:07:55","'mascupan':1",False,1
857,"SAN MATEO ATENCO",566,"","",NULL,"2020-10-17 02:07:57","2020-10-17 02:07:57","'atenc':3 'mate':2 'san':1",False,1
858,"EL MARQUES",1136,"","",NULL,"2020-10-17 02:08:16","2020-10-17 02:08:16","'marqu':2",False,1
859,"VILLA DE ZAACHILA",1731,"","",NULL,"2020-10-17 02:08:51","2020-10-17 02:08:51","'vill':1 'zaachil':3",False,1
860,"IRAPUATO",97,"","",NULL,"2020-10-17 02:09:18","2020-10-17 02:09:18","'irapuat':1",False,1
861,"BOSQUES DE SALOYA",2016,"","",NULL,"2020-10-17 02:09:22","2020-10-17 02:09:22","'bosqu':1 'saloy':3",False,1
862,"EJIDO DE MORAL",190,"","",NULL,"2020-10-17 02:09:51","2020-10-17 02:09:51","'ejid':1 'moral':3",False,1
863,"NUEVO LAREDO",2047,"","",NULL,"2020-10-17 02:11:00","2020-10-17 02:11:00","'lared':2 'nuev':1",False,1
864,"VALLADOLID",1952,"","",NULL,"2020-10-17 02:11:06","2020-10-17 02:11:06","'valladol':1",False,1
865,"CHIAPA DE CORZO",305,"","",NULL,"2020-10-17 02:11:09","2020-10-17 02:11:09","'chiap':1 'corz':3",False,1
866,"SALAMANCA",107,"","",NULL,"2020-10-17 02:11:17","2020-10-17 02:11:17","'salamanc':1",False,1
867,"NARANJOS AMATLAN",2200,"","",NULL,"2020-10-17 02:12:51","2020-10-17 02:12:51","'amatl':2 'naranj':1",False,1
868,"CALIMAYA",715,"","",NULL,"2020-10-17 02:13:23","2020-10-17 02:13:23","'calimay':1",False,1
869,"VILLAHERMOSA",2018,"","",NULL,"2020-10-17 02:13:45","2020-10-17 02:13:45","'villaherm':1",False,1
870,"CD. OBREGON",1990,"","",NULL,"2020-10-17 02:14:50","2020-10-17 02:14:50","'cd':1 'obregon':2",False,1
871,"IXTAPALUCA",737,"","",NULL,"2020-10-17 02:15:29","2020-10-17 02:15:29","'ixtapaluc':1",False,1
872,"NAVOJOA",1996,"","",NULL,"2020-10-17 02:15:36","2020-10-17 02:15:36","'navojo':1",False,1
873,"GENERAL ZUAZUA",1011,"","",NULL,"2020-10-17 02:15:53","2020-10-17 02:15:53","'general':1 'zuazu':2",False,1
874,"BANDERILLA",2212,"","",NULL,"2020-10-17 02:16:15","2020-10-17 02:16:15","'banderill':1",False,1
875,"COOPERATIVA",363,"","",NULL,"2020-10-17 02:18:04","2020-10-17 02:18:04","'cooper':1",False,1
876,"ACAMBAY",698,"","",NULL,"2020-10-19 17:53:03","2020-10-19 17:53:03","'acambay':1",False,1
878,"CIUDAD DE MEXICO",198,"","",NULL,"2020-10-19 19:33:06","2020-10-19 19:33:06","'ciud':1 'mexic':3",False,1
879,"OLUTA",2302,"","",NULL,"2020-10-20 19:19:33","2020-10-20 19:19:33","'olut':1",False,1
880,"ECATEPEC",731,"","",NULL,"2020-10-20 19:19:58","2020-10-20 19:19:58","'ecatepec':1",False,1
881,"ALTAMIRANO",282,"","",NULL,"2020-10-20 19:20:40","2020-10-20 19:20:40","'altamiran':1",False,1
882,"APASEO EL GRANDE",85,"","",NULL,"2020-10-20 19:20:58","2020-10-20 19:20:58","'apase':1 'grand':3",False,1
883,"GARCIA",1004,"","",NULL,"2020-10-20 19:20:59","2020-10-20 19:20:59","'garci':1",False,1
884,"NOPALUCAN",945,"","",NULL,"2020-10-20 19:21:44","2020-10-20 19:21:44","'nopaluc':1",False,1
885,"DELICIAS",138,"","",NULL,"2020-10-20 19:21:57","2020-10-20 19:21:57","'delici':1",False,1
886,"TULANCINGO DE BRAVO",491,"","",NULL,"2020-10-20 19:23:14","2020-10-20 19:23:14","'brav':3 'tulancing':1",False,1
887,"ENSENADA",2099,"","",NULL,"2020-10-20 19:24:29","2020-10-20 19:24:29","'ensen':1",False,1
888,"SAN JACINTO AMILPAS",1319,"","",NULL,"2020-10-20 19:25:56","2020-10-20 19:25:56","'amilp':3 'jacint':2 'san':1",False,1
889,"AGUA DULCE",2391,"","",NULL,"2020-10-20 19:28:17","2020-10-20 19:28:17","'agu':1 'dulc':2",False,1
890,"NAUCALPAN",547,"","",NULL,"2020-10-20 19:28:29","2020-10-20 19:28:29","'naucalp':1",False,1
891,"HIDALGO",783,"","",NULL,"2020-10-20 19:28:42","2020-10-20 19:28:42","'hidalg':1",False,1
892,"MOTUL",2449,"","",NULL,"2020-10-20 19:31:07","2020-10-20 19:31:07","'motul':1",False,1
893,"GUANAJUATO",95,"","",NULL,"2020-10-20 19:31:59","2020-10-20 19:31:59","'guanajuat':1",False,1
894,"YAJALON",47,"","",NULL,"2020-10-20 19:34:36","2020-10-20 19:34:36","'yajalon':1",False,1
895,"CIUDAD VALLES",1794,"","",NULL,"2020-10-20 19:36:46","2020-10-20 19:36:46","'ciud':1 'vall':2",False,1
896,"TONALA",34,"","",NULL,"2020-10-20 19:38:08","2020-10-20 19:38:08","'tonal':1",False,1
897,"ESPITA",2429,"","",NULL,"2020-10-20 19:38:40","2020-10-20 19:38:40","'espit':1",False,1
902,"TUXTLA GUITIERREZ",38,"","",NULL,"2021-01-20 18:10:25","2021-01-20 18:10:25","'guitierrez':2 'tuxtl':1",False,1
904,"ESTADO DE MÉXICO",191,"","",NULL,"2021-03-25 23:48:55","2021-03-25 23:48:55","'mexic':3",True,1
